id,date,name,status,type
1fb7b5cc-e828-4bbc-9553-ab2fda681867,2022-01-14,Día Internacional de la Cometa,No Oficial,Internacional
0bc161ab-a546-4c5f-925f-ef901e165c67,2022-01-14,Día Mundial de Vestir a tu Mascota,Alternativo,Alternativo
e3aedc90-3167-4be4-964d-3e0aa6ac52a4,2022-01-16,Día Internacional de The Beatles,No Oficial,Internacional
ef68a8cd-72e4-4c2b-9a36-378cf8116251,2022-01-16,Día Mundial de la Nieve,No Oficial,Internacional
d815d284-8e34-4aa2-83ff-9ceded021434,2022-01-16,Día Internacional de la Croqueta,No Oficial,Internacional
86f41557-ee53-46f4-8582-333b4b24360d,2022-01-16,Día Mundial de la Religión,No Oficial,Internacional
829c0869-84c5-4618-884a-72e3402bf4fe,2022-01-16,Día Internacional de la Comida Picante,Alternativo,Alternativo
9e40f3cf-00b4-4bfd-8347-f755e8bdf4d9,2022-01-17,Blue Monday (Día más triste del año),No Oficial,Internacional
a2dafecd-cd1e-4ddc-a32d-25f2387857df,2022-01-17,Día de Martin Luther King,No Oficial,Internacional
1fdab989-b568-400a-8d85-295283c00b7b,2022-01-18,Día Internacional del Síndrome de la Hemiplejia Alternante,No Oficial,Internacional
e1bd9e64-d289-4936-9866-429f4b01ff33,2022-01-18,Día de Winnie The Pooh,Alternativo,Alternativo
6332712b-54b3-489b-b1f9-574e20c98ffb,2022-01-19,Día de las Palomitas de Maíz,Alternativo,Alternativo
7eace01a-8b16-4d91-b8aa-791f7cdcedde,2022-01-19,Día Mundial del Selfie en los Museos,Alternativo,Alternativo
cfde3ea7-3a21-4db6-8e9c-2a2e5d944c0f,2022-01-20,Día de Concienciación por los Pingüinos,No Oficial,Internacional
1c06ee32-5139-4bfa-89aa-43a7efb9b5d7,2022-01-21,Día Internacional del Abrazo,No Oficial,Internacional
88c0d2a6-a8cd-482f-b2dd-e7821b281476,2022-01-21,Día Mundial de la Ardilla,No Oficial,Internacional
6c1b66d3-e3bb-4225-8f0f-2a0f8e3fb9ba,2022-01-21,Día Europeo de la Mediación,Oficial,Internacional
e146bbeb-e822-4691-ad07-5971db610fc5,2022-01-21,Día Internacional del Pantalón de Chándal,Alternativo,Alternativo
e13ae8b7-eee2-4885-b380-185676224a7c,2022-01-24,Día Internacional de la Educación,Oficial,Internacional
81dbbf01-99f6-4d12-8c2b-b3fb8b44fcea,2022-01-24,Día Internacional del Comunity Manager,No Oficial,Internacional
fc865a78-7f9d-4600-83bb-8d07693175a8,2022-01-24,Día Mundial de la Cultura Africana y Afrodescendiente,Oficial,Internacional
8a84aae8-a165-4884-8812-ce517b416851,2022-01-24,Día del Periodista (España),No Oficial,Internacional
65eed6fd-997c-4f50-abb5-d3cf8a1bd079,2022-01-24,Día Mundial del Síndrome de Moebius,No Oficial,Internacional
53dc1ce8-c012-4794-94b2-1d3750c1c53b,2022-01-25,Día Internacional de la Mujer en el Multilateralismo,Oficial,Internacional
b0822e81-91a2-4f50-9a64-490f14701daf,2022-01-25,Día del Café Irlandés,Alternativo,Alternativo
69fe7544-0f5d-4f4c-8e30-c88a5c30c112,2022-01-26,Día Mundial de la Educación Ambiental,No Oficial,Internacional
e3161b66-34a3-4f20-b3cb-efa638ffa70d,2022-01-26,Día Internacional de la Aduana,No Oficial,Internacional
f0d3718d-9374-4f1f-acbc-6e033c6b5cca,2022-01-26,Día Mundial del Pescador,No Oficial,Internacional
10121fad-b4ba-4844-b9ff-c01ed210b28f,2022-01-26,Día Mundial de la Enfermedad de Kawasaki,No Oficial,Internacional
491552b1-1336-4681-91df-764c41387121,2022-01-27,Día Internacional de Conmemoración de las Víctimas del Holocausto,Oficial,Internacional
e2735c41-8b42-4b1e-a162-967411462963,2022-01-27,Día Internacional del Conservador Restaurador,No Oficial,Internacional
442a22ee-71c6-4aec-a7fd-93fdf3837915,2022-01-27,Día Mundial de la Tarta de Chocolate,Alternativo,Alternativo
62d2344c-7ad1-4503-822e-d018d1e06609,2022-01-27,Día Mundial de la Extracción de Leche Materna,Alternativo,Alternativo
9053a467-193c-4f86-9baa-f0c931402f0d,2022-01-28,Día Mundial de la Acción frente al Calentamiento Terrestre,No Oficial,Internacional
cc1d31fa-5ba4-46f0-a156-ad9b3ddf8082,2022-01-28,Día Europeo de la Protección de Datos,Oficial,Internacional
4316d272-03ec-408d-af75-2a445ef6963c,2022-01-28,Día Internacional de Lego,Alternativo,Alternativo
1ee790ac-c734-4678-98ad-9fa2aa87b908,2022-01-29,Día Mundial del Rompecabezas,Alternativo,Alternativo
70961531-0e05-4ce4-8ea5-cf32dfa9d883,2022-01-30,Día Escolar de la Paz y la No Violencia,No Oficial,Internacional
3a6e4374-df6a-4251-adbd-3860d4d39df5,2022-01-30,Día Mundial de la Enfermedades Tropicales Desatendidas (ETD),No Oficial,Internacional
22b2a07c-b3ae-4bff-a446-408f5efcc7a2,2022-01-30,Día Mundial contra la Lepra,Oficial,Internacional
610e1e7e-d071-4104-94fb-2f7766dad5a4,2022-01-30,Día Internacional del Técnico Electrónico,No Oficial,Internacional
6b336620-e9bd-4950-a0b7-4a32d6023549,2022-01-30,Día Internacional del Croissant,No Oficial,Internacional
defdcf4b-541d-42fa-bc5e-e9b7110941e7,2022-01-31,Día Internacional del Mago,No Oficial,Internacional
f38ecec0-9b1b-4f0b-8496-91867ab71aae,2022-01-31,Día Internacional de la Cebra,No Oficial,Internacional
f60033f3-c55c-4969-b7d1-200f832c05c2,2022-02-01,Año Nuevo Chino,Popular,Internacional
5260a8b0-cb39-4993-98cf-1ba9014df972,2022-02-01,Día Mundial del Galgo,No Oficial,Internacional
e8ce9a59-2365-4540-ad04-83d6e84cbf0c,2022-02-02,Día Mundial de los Humedales,No Oficial,Internacional
45234864-06e0-4336-a21e-06534f71971c,2022-02-02,Día de la Marmota,Popular,Internacional
10a878d8-f3cc-459c-8f92-1a8c6128caff,2022-02-03,Día Internacional del Abogado,No Oficial,Internacional
fb95268c-fd72-4f50-8041-9c325843179d,2022-02-03,Día Mundial de las Elecciones,No Oficial,Internacional
ea40fc52-d365-49ef-8656-b6015a661166,2022-02-04,Día Mundial contra el Cáncer,Oficial,Internacional
61864933-e74c-4c60-a955-af639068b269,2022-02-04,Día Internacional de la Fraternidad Humana,Oficial,Internacional
be24cbf0-8b5f-4fb7-a329-809832de8f99,2022-02-04,Día del Orgullo Zombie,Popular,Alternativo
8bc01220-662a-49f4-a8e6-230955a9752b,2022-02-05,Día Mundial del Hombre del Tiempo,Alternativo,Alternativo
a525becb-6b1e-4920-a23c-dd4d595c766c,2022-02-06,Día de Bob Marley,No Oficial,Internacional
0d0222bc-fae1-495f-9179-4d2eb3bb1b12,2022-02-06,Día Mundial de Tolerancia Cero a la Mutilación Genital Femenina,Oficial,Internacional
d042e30a-168c-4d33-a5c2-ce317a5e242b,2022-02-07,Día de mandar una carta a un amigo,Alternativo,Alternativo
60902d0d-872e-43df-a397-ee9d0f72cc88,2022-02-08,Día Internacional de Internet Seguro (Safer Internet Day),No Oficial,Internacional
093e186e-b766-443e-a65e-f1d43e6df059,2022-02-09,Día Mundial de la Pizza,No Oficial,Internacional
fdb509b1-c30e-4fbf-ab6a-5d393b8fd740,2022-02-09,Día Internacional de la Lengua Griega,No Oficial,Internacional
4f84b645-328c-4858-9567-6d9bf9047b7d,2022-02-10,Día Mundial de las Legumbres,Oficial,Internacional
e527fcdc-474e-4f71-b40f-301efe7caa69,2022-02-11,Día Internacional de la Mujer y la Niña en la Ciencia,Oficial,Internacional
80a57189-76a6-4aec-ae38-62d18b953af7,2022-02-11,Día Mundial de la Mujer Médica,No Oficial,Internacional
9063a496-6200-4df2-8b99-b5fc673855fd,2022-02-11,Día de los Servicios de Emergencia 112 o Día del 112,Oficial,Internacional
0e6416f5-368d-4ab9-8457-533e0634f8b8,2022-02-11,Jornada Mundial del Enfermo,No Oficial,Internacional
5ba1e3c2-7a9e-4846-9f91-909a99efa9f8,2022-02-12,Día Mundial contra el Uso de Niños Soldado,No Oficial,Internacional
8faf8009-ebd0-4d3b-b5ae-f9810fb552a3,2022-02-12,Día Mundial del Cine,No Oficial,Internacional
7a8fb686-9a95-47d7-a848-9c92ce3b98ff,2022-02-12,Día de Darwin,No Oficial,Internacional
b960464b-a672-4009-9785-469d25054f46,2022-02-13,Día Mundial de la Radio,Oficial,Internacional
9f73f3e4-8586-4adc-acdb-e78f8da0283b,2022-02-13,Día Mundial del Soltero,No Oficial,Internacional
ecbdb9cf-0c61-4991-b18e-3e90e27de9ae,2022-02-13,Día Mundial del Infiel o Día Mundial del Amante,Popular,Alternativo
ebae9b85-f9af-4e8a-8948-c9d4dcdabc46,2022-02-13,Día de los Amigos de Internet,Alternativo,Alternativo
d215b67f-7a2b-44f9-ae8f-a951fbb67d4f,2022-02-14,Día de los Enamorados o Día de San Valentín,No Oficial,Internacional
c9f84830-84cf-40ac-a619-a77bfdcf8795,2022-02-14,Día de Mundial de las Cardiopatías Congénitas,No Oficial,Internacional
64afae4f-2333-4079-ab56-037ba373bd7d,2022-02-14,Día Internacional de la Epilepsia,No Oficial,Internacional
f84b0788-fa7e-442a-8f22-9f015d98b151,2022-02-14,Día Europeo de la Salud Sexual,No Oficial,Internacional
ea50bef6-3e3d-4989-8c23-082199a6daff,2022-02-14,Día Mundial de los Sonidos Curativos,Alternativo,Alternativo
59f75af6-40d5-4138-8eaf-430661087b70,2022-02-15,Día Internacional del Niño con Cáncer,No Oficial,Internacional
1642556f-f8e4-4028-97b5-b07af1a32efe,2022-02-15,Día Internacional de Visegrád,No Oficial,Internacional
b6e3a688-e6d0-4df5-af7c-26cc39f003d4,2022-02-15,Día Mundial del Hipopótamo,No Oficial,Internacional
a93f795f-fc79-41d6-9395-13f1e58a81ff,2022-02-15,Día Internacional del Síndrome de Angelman,No Oficial,Internacional
9898e6b3-b200-4747-90bf-bf4ab51db755,2022-02-15,Día del Nirvana,Religioso,Religioso
e4a1e4fa-d3cb-4140-9936-62b4b0c1f8e9,2022-02-16,Día de los Amores Imposibles,Alternativo,Alternativo
f58643b5-f3f3-4214-a03d-6f5ee81c156c,2022-02-17,Día Internacional del Juego Responsable,No Oficial,Internacional
91e01e53-84bd-40f3-899b-1e3c91eca7f8,2022-02-18,Día Internacional del Síndrome de Asperger,No Oficial,Internacional
72a64668-73a4-4026-9faf-55bb08c603a2,2022-02-19,Día Mundial del Pangolín,No Oficial,Internacional
69b4e9d0-6dcb-4e9d-a194-3e442f100e31,2022-02-19,Día Internacional Contra la Homofobia en el Fútbol,No Oficial,Internacional
25e42467-2aec-4df0-be6c-7bb0e6f00676,2022-02-19,Día Mundial de las Ballenas,No Oficial,Internacional
eb63a757-45e9-4cbe-99aa-a8f0efaccebe,2022-02-20,Día Mundial de la Justicia Social,Oficial,Internacional
cb2ad9f2-92c7-4735-b2c0-b872fe194d87,2022-02-20,Día Internacional del Gato,No Oficial,Internacional
25cb746d-4d90-4564-b3c1-fa2911992baf,2022-02-20,Día Mundial de Amar a tu mascota,Alternativo,Alternativo
14642d07-aee6-4009-a08e-574e236f6796,2022-02-20,Dia Internacional de la Pipa,Alternativo,Alternativo
3f3ea005-79c2-473c-a80c-09dc2af68fe7,2022-02-20,Día Nacional de la Marimba (Guatemala),Nacional,Nacional
cd19e550-ce84-47e5-9125-aaf2a97a75c7,2022-02-21,Día Internacional de la Lengua Materna,Oficial,Internacional
16b3296e-6a97-4092-a2eb-783ddda93988,2022-02-21,Día Internacional del Guía de Turismo,No Oficial,Internacional
2b08fe9e-e2fc-4911-89d7-c03095575770,2022-02-21,Día de los Presidentes (Estados Unidos),Popular,Nacional
db7c78c6-7db1-4968-9a4b-fd6bba51d450,2022-02-22,Día Europeo de la Igualdad Salarial,Oficial,Internacional
a5fd0875-d836-4403-9bfb-c345b66631cd,2022-02-22,Día Mundial de la Esterilización Animal,No Oficial,Internacional
af26cc2c-d83a-4d12-82cb-741af604e3aa,2022-02-22,Día Mundial de la Encefalitis,No Oficial,Internacional
1cd48d92-2171-4799-ba80-3157790051a2,2022-02-22,Día del Pensamiento Scout,Alternativo,Alternativo
62fd83df-f643-40f5-8933-cac0f59a0a16,2022-02-23,Día del Compromiso Internacional del Control del Mercurio,No Oficial,Internacional
2f10e960-0315-4674-9c13-50c8a69b70df,2022-02-24,Carnaval,Popular,Internacional
8386a11a-08e9-43e7-bc05-c06826b9ac3c,2022-02-24,Día Mundial del Barman,Alternativo,Alternativo
60174d46-61ea-4eac-a2da-924cb1f9f76a,2022-02-25,Día Internacional del Implante Coclear,No Oficial,Internacional
e6d72ac0-a025-4789-8d55-4f041e8fb860,2022-02-26,Día Mundial del Pistacho,No Oficial,Internacional
047cda68-7b14-4052-ad60-54b1b6bcd057,2022-02-28,Día Mundial de las Enfermedades Raras,No Oficial,Internacional
6670bcd9-e748-429a-8b56-8879cb941ec8,2022-03-01,Día de la Cero Discriminación,Oficial,Internacional
b1a70be5-1415-4c91-bf03-0f6dd16cce38,2022-03-01,Día Mundial de la Concienciación sobre la Autolesión,No Oficial,Internacional
5c7abd6a-c6ec-43b4-a0f7-4b38350c4879,2022-03-02,Miércoles de Ceniza,Popular,Religioso
5c6716b9-2f88-48ec-a19e-b0d240191445,2022-03-03,Día Mundial de la Vida Silvestre,Oficial,Internacional
5e74bfab-1e5f-46d5-b0e3-12565406ae39,2022-03-03,Día Internacional de la Audición,Oficial,Internacional
42440ec6-e6c6-4b92-8b84-c6d5c6e549be,2022-03-03,Día Mundial de los Defectos del Nacimiento,No Oficial,Internacional
3a48644c-88d3-4a98-9025-2c2fde88341d,2022-03-04,Día Mundial de la Ingeniería para el Desarrollo Sostenible,Oficial,Internacional
24f5648f-f793-48e7-b041-744ab5f139e7,2022-03-04,Día Mundial de la Obesidad,No Oficial,Internacional
10892df9-e4cf-4e16-832b-222a66e33b9c,2022-03-04,Día Internacional de Concienciación sobre el Virus del Papiloma Humano,No Oficial,Internacional
ee0cdc9f-8067-438c-9c0f-fb9f2bd0205d,2022-03-04,Día del Hermano (Argentina),Popular,Internacional
c48f096f-49f4-4df1-9593-8cb3b64218f8,2022-03-05,Día del Topógrafo Europeo y la Geoinformación,No Oficial,Internacional
582e042b-149e-4ac2-99e6-ee296456e1d5,2022-03-05,Día Mundial de la Eficiencia Energética,No Oficial,Internacional
58f71ea3-85c7-4c7d-86a6-4c67e737683e,2022-03-05,Día de los Datos Abiertos,No Oficial,Internacional
7da953ee-115a-4cd3-a286-49bb5eddca63,2022-03-05,Día de la Abstinencia Digital,Alternativo,Alternativo
da99caad-14b1-4fce-ad2e-0e5cae427c83,2022-03-06,Día Europeo de la Logopedia,No Oficial,Internacional
0327bca5-afb4-4a85-9ad7-00b3e72a0a5f,2022-03-06,Día Internacional del Linfedema,No Oficial,Internacional
89f329fa-e55d-42ca-818f-3fb89d3d8bdd,2022-03-06,Día Internacional del Escultor,No Oficial,Internacional
550c119c-438b-4a7e-bc17-f07ef050b96d,2022-03-07,Día Mundial de los Cereales,No Oficial,Internacional
3ecdc045-704a-47eb-a653-fa39a2fd4209,2022-03-07,Día Internacional en Recuerdo de los Oficiales de Policía Caídos,No Oficial,Internacional
0c9ce298-d2c5-4c1f-8282-a59819f3980a,2022-03-08,Día Internacional de la Mujer,Oficial,Internacional
31814661-f3c2-441a-bbb1-be137911244e,2022-03-09,Día Mundial de la Tortilla de Patatas,Popular,Alternativo
c3555cbf-3582-4d68-aee4-b24ed551f6b0,2022-03-09,Día Internacional del DJ,Alternativo,Alternativo
e2ce8a7c-3702-4af6-abf3-73ea89fd1b51,2022-03-10,Día Internacional de las Juezas,Oficial,Internacional
eeab750b-861c-442a-ad50-0d91802b1a7a,2022-03-10,Día Mundial del Riñón,No Oficial,Internacional
898c5af8-6cbd-4654-b6ce-507af048587f,2022-03-10,Día de Mario,Alternativo,Alternativo
5b5340d9-939f-45df-b790-b72382506d43,2022-03-10,Día Internacional de la Gaita,Alternativo,Alternativo
c5d88bb4-f3e5-4ad9-b138-f54dc54894d3,2022-03-11,Día Europeo de las Víctimas del Terrorismo,No Oficial,Internacional
55e0effa-49ca-4ec3-93cf-2512b2294133,2022-03-11,Día Mundial de la Fontanería,No Oficial,Internacional
ba0d9760-191b-448c-ad26-8f321748ac99,2022-03-12,Día Mundial del Glaucoma,No Oficial,Internacional
7b6048da-f0b2-4a35-b740-1148fd9d7d32,2022-03-12,Día Mundial contra la Censura en Internet,No Oficial,Internacional
76ba940f-2fbf-4891-8863-ede0af70c8e0,2022-03-12,Día Internacional de los Tuiteros,Alternativo,Alternativo
5a7e0d7e-fe31-49cf-a222-687b84081aab,2022-03-14,Día Internacional de las Matemáticas,Oficial,Internacional
c2173cce-8b67-49f4-9a1c-9d27043a33e9,2022-03-14,Día Blanco,Popular,Internacional
a3c7cf3b-c988-406a-8e69-89c3b855e51c,2022-03-14,Día Mundial de la Endometriosis,No Oficial,Internacional
e236111e-40b5-487e-aff7-26e2ff4cdc8b,2022-03-14,Día del Número Pi,No Oficial,Internacional
d55a906f-38b0-4026-8add-b814358d21ef,2022-03-14,Día Internacional de Acción por los Ríos,No Oficial,Internacional
5d391025-0a21-44fb-b51c-39612a99ffb3,2022-03-14,Día Europeo para la Prevención del Riesgo Cardiovascular,No Oficial,Internacional
3b1d8459-5120-423e-b55f-faeb9f7987dd,2022-03-15,Día Internacional para Combatir la Islamofobia,Oficial,Internacional
25a5baac-e7d1-441b-8120-aa23789e2531,2022-03-15,Día Mundial de los Derechos del Consumidor,No Oficial,Internacional
f73685ea-bd4f-4fa7-a25d-204fbab1683a,2022-03-15,Día Mundial del Trabajo Social,No Oficial,Internacional
a4f8bd95-129e-4df2-bd8d-f5d1f1a64be3,2022-03-15,Día Mundial del Discurso,No Oficial,Internacional
a311efeb-b2b5-47d7-b9e0-39f53b77e133,2022-03-15,Día Mundial contra la Matanza de Focas,No Oficial,Internacional
6d08870f-3f89-407d-9629-c3d916e0bea4,2022-03-15,Día Internacional contra la Brutalidad Policial,No Oficial,Internacional
a2d01975-1829-4d9d-af1e-b9f4e728b618,2022-03-15,Día Mundial del Contacto,Alternativo,Alternativo
378b3cde-8aab-45f3-8ee7-ad302a6edf43,2022-03-16,Día Nacional del Oso Panda (Estados Unidos),Nacional,Nacional
aeb76cb4-c0b2-4707-8b21-422609aa13a9,2022-03-17,Día de San Patricio,Popular,Internacional
c6a5894f-0508-4376-a2da-7d6b6999e64a,2022-03-18,Día Mundial del Sueño,No Oficial,Internacional
e10372ff-1cd2-4f23-96e3-3de47e59dfed,2022-03-18,Día Mundial del Síndrome de Edwards o Trisomía 18,No Oficial,Internacional
00f92a95-4140-4f36-856d-1392314f28a6,2022-03-19,Día del Padre,Popular,Internacional
767dd17e-fd6b-46d7-ab5f-d1af9e3c7148,2022-03-19,Día Internacional del Artesano,No Oficial,Internacional
75ab48d7-ba51-4771-8e4a-0b690833cc8c,2022-03-20,Día Internacional de la Felicidad,Oficial,Internacional
b7a7641a-5053-49ca-aaef-10d518ee0647,2022-03-20,Equinoccio de Primavera,Popular,Internacional
0e667e2c-e041-4d71-ba3e-55062eda0238,2022-03-20,Día Mundial del Gorrión,No Oficial,Internacional
7b4e786c-9f6e-4c50-9f60-0825db2ea224,2022-03-20,Equinoccio de Otoño (Hemisferio Sur),Popular,Internacional
c59a60e2-eff7-48c3-901c-5ac0b774e7b2,2022-03-20,Día Internacional de la Lengua Francesa,Oficial,Internacional
f154b6ce-338a-4008-a14c-945b318385ed,2022-03-20,Día Mundial de la Salud Bucodental,No Oficial,Internacional
bf971462-1415-4daf-ab36-0b37fa7b9323,2022-03-20,Día Mundial de la Harina,Alternativo,Alternativo
d79609c4-75f9-4146-9d92-1249492af480,2022-03-20,Día Mundial de la Rana,Alternativo,Alternativo
4f1fb124-7aa0-426b-bc3d-11ec72f8b617,2022-03-20,Día Mundial Sin Carne,Alternativo,Alternativo
1eeae5fd-a330-4cba-8b47-1dd91b2a9fb7,2022-03-21,Día Internacional de los Bosques,Oficial,Internacional
1cc7b068-957d-464b-8b80-3cceb245640e,2022-03-21,Día Mundial del Síndrome de Down,Oficial,Internacional
0487b53b-ef04-40f1-84ae-429b325140ca,2022-03-21,Día Internacional de Nowruz,Oficial,Internacional
da002ab6-ec3c-482b-8141-eca098032645,2022-03-21,Día Internacional de la Eliminación de la Discriminación Racial,Oficial,Internacional
3a7568b0-d235-4a8c-bd5a-0a321e6264e6,2022-03-21,Día Mundial de la Poesía,Oficial,Internacional
b4cc57e6-bcbe-489c-9a89-c9826713efcb,2022-03-21,Día Internacional del Color,No Oficial,Internacional
e335f9fe-ad4c-4344-a07d-68cc011f30bd,2022-03-21,Día Mundial de la Marioneta,No Oficial,Internacional
35b5a4d3-be89-4ddd-a186-8ebb17400f5f,2022-03-21,Día Internacional de la Cefalea en Racimos,No Oficial,Internacional
e689a081-eeb5-49c3-8943-119597e85f46,2022-03-22,Día Mundial del Agua,Oficial,Internacional
4e8781d9-9874-4dfb-a842-1dff9abbec99,2022-03-23,Día Meteorológico Mundial,Oficial,Internacional
94e4bf24-6fdb-42d2-b97e-8654f44e8500,2022-03-23,Día Mundial del Ascensor,Alternativo,Alternativo
5dac4f4a-ca74-47a9-aee8-1cc4878b8d66,2022-03-24,Día Mundial de la Tuberculosis,Oficial,Internacional
c0f88dec-5155-41d0-a96e-c15ce516da7c,2022-03-24,Día Internacional del Derecho a la Verdad en relación con Violaciones Graves de los Derechos Humanos y de la Dignidad de las Víctimas,Oficial,Internacional
081dd4f5-a6e6-42dc-b040-7ab3e548fb91,2022-03-25,Día Internacional de Solidaridad con el Personal Detenido y Desaparecido,Oficial,Internacional
89aeb7dc-dcbc-4d10-b1df-b769afa79360,2022-03-25,Día Internacional para las Víctimas de Esclavitud y Trata de Esclavos,Oficial,Internacional
1becf6ad-4260-4faa-aa14-dcd83ca6b50a,2022-03-25,Día Mundial del Gofre o Día Internacional del Waffle,Alternativo,Alternativo
b0119485-b28e-4fe7-ab37-f32f1342ce8b,2022-03-25,Día Internacional de Leer a Tolkien,Alternativo,Alternativo
7c1211bd-50ca-4a69-b94c-5103d6d45585,2022-03-26,La Hora del Planeta,Popular,Internacional
6d47a3e4-47b9-4c94-8775-967256b0233d,2022-03-26,Día Mundial del Clima,No Oficial,Internacional
f08002b9-ef97-49cd-88c8-fd4abd5bce51,2022-03-26,Día Mundial de Prevención del Cáncer de Cuello Uterino,No Oficial,Internacional
3ee45d08-8eb4-4efe-b3c3-9bdea0bb7a93,2022-03-27,Día Mundial del Teatro,No Oficial,Internacional
9e3024d1-98fc-47ce-b2c9-439285e2fd24,2022-03-27,Día del Cambio de Hora en Europa,Oficial,Internacional
a01fa565-2e7a-4c28-9b67-8f5747ef37e0,2022-03-28,Día de la Torta Selva Negra,Alternativo,Alternativo
1fbac304-160f-4101-83fe-9d4f27ae1f56,2022-03-29,Día Mundial del Piano,No Oficial,Internacional
d6a7ef3d-d6ba-4e79-aefa-d85c256fef7e,2022-03-30,Día Mundial del Trastorno Bipolar,No Oficial,Internacional
078554f2-b34c-458e-bcc4-8f987f3322cd,2022-03-30,Día Internacional de las Trabajadoras del Hogar,No Oficial,Internacional
6bd1c7cf-cc09-45a8-a4b4-9a128c0023b4,2022-03-30,Día Escolar de la Paz y La No Violencia (Hemisferio Sur),No Oficial,Internacional
36dec0c7-ef75-4d97-b98f-0c364235ef23,2022-03-30,Día Nacional del Trasplante (España),Nacional,Nacional
5ed438fc-a17f-44f9-83eb-f5aa9d7450b4,2022-03-31,Día Internacional de la Visibilidad Transgénero,Oficial,Internacional
ac20d640-95e9-4746-b332-594fd07f2cab,2022-03-31,Día Mundial Contra el Cáncer de Colon,No Oficial,Internacional
45c00b02-a857-41c3-97c4-cd91b320f95e,2022-03-31,Día Mundial de las Lipodistrofias,No Oficial,Internacional
207f69cd-6390-4856-9875-f24fce248a51,2022-03-31,Día de la Torre Eiffel,Alternativo,Alternativo
2ad7cefe-ce96-458e-aa17-a94eae3f0cd4,2022-04-01,Día de las Bromas de Abril o Día Internacional de las Bromas,Popular,Internacional
8033598a-4bad-40e9-9b84-8b99249862e5,2022-04-01,Día Internacional de la Diversión en el Trabajo,Popular,Alternativo
14a02545-e461-4f88-bec9-89699bf988d1,2022-04-01,Kha b'Nissan: el Año Nuevo Asirio,Religioso,Religioso
c7b0ff5c-d635-4b18-9b5f-cc0a46319336,2022-04-02,Día Internacional del Libro Infantil y Juvenil,No Oficial,Internacional
2fd6feca-d5bf-4014-9c37-866b1d6abf35,2022-04-02,Día Mundial de Concienciación sobre el Autismo,Oficial,Internacional
f23e2353-19a1-460c-a879-23e892149b72,2022-04-02,Día del Veterano y de los Caídos en la Guerra de Malvinas (Argentina),Nacional,Nacional
540d14af-5218-495c-aa9b-012a648579e0,2022-04-02,Día del Abogado (Perú),Nacional,Nacional
c8ad1de0-7a78-4a27-b695-46ba9f4cb48a,2022-04-02,Comienzo del Ramadán,Popular,Religioso
7ee114ac-01a1-40f3-8c53-061f99c8d942,2022-04-03,Día Mundial del Arcoíris,No Oficial,Internacional
2bd0c140-790f-4938-bef2-1569cde5df00,2022-04-04,Día Internacional de Información Sobre el Peligro de las Minas,Oficial,Internacional
b16138ee-226a-4c43-ac6a-aa0c03e1fd5e,2022-04-05,Día Internacional de la Conciencia,Oficial,Internacional
37dcf3d8-7094-41cc-a3ca-2569d7d468ec,2022-04-06,Día Internacional del Deporte para el Desarrollo y la Paz,Oficial,Internacional
718bc1b7-36c1-4c5d-9780-ba963d61e073,2022-04-07,Día Mundial de la Salud,Oficial,Internacional
b205ce89-029d-4bd9-9f72-6c1c66fd747a,2022-04-07,Día Internacional de Reflexión sobre el Genocidio cometido en Ruanda,Oficial,Internacional
